execution_id,job_id,job_name,job_type,scheduled_hour,day_of_week,start_delay_minutes,previous_success_count,previous_failure_count,average_runtime_minutes,expected_data_volume,cpu_usage_percent,memory_usage_percent,dependency_status,job_status
2967,JOB020,ARCHIVE_JOB,Reporting,11,Tuesday,12,17,9,25,243995,23,56,Ready,Success
2968,JOB001,DAILY_SALES,Synchronization,9,Saturday,26,16,0,75,486834,38,42,Delayed,Failed
2969,JOB005,BACKUP_JOB,Data Transfer,21,Tuesday,4,11,6,62,288233,39,67,Not Ready,Failed
2970,JOB020,ARCHIVE_JOB,Data Processing,6,Tuesday,26,26,4,102,168414,23,78,Delayed,Success
2971,JOB002,MONTHLY_PAYROLL,Data Transfer,2,Wednesday,1,0,3,68,487443,68,93,Delayed,Failed
2972,JOB005,BACKUP_JOB,Data Transfer,22,Wednesday,10,6,8,97,263184,45,71,Ready,Failed
2973,JOB018,VENDOR_DATA_SYNC,Data Transfer,13,Wednesday,0,13,6,10,171821,22,36,Delayed,Success
2974,JOB019,SYSTEM_MONITORING,Data Transfer,23,Sunday,12,27,9,104,443630,71,57,Delayed,Failed
2975,JOB006,FINANCE_REPORT,Synchronization,9,Wednesday,29,17,7,102,238521,55,20,Ready,Success
2976,JOB017,INVOICE_PROCESSING,Backup,15,Tuesday,4,22,3,53,65172,60,94,Ready,Success
2977,JOB011,EMPLOYEE_DATA_SYNC,Data Transfer,15,Friday,17,0,9,76,42992,89,52,Ready,Success
2978,JOB015,DAILY_ANALYTICS,Synchronization,21,Friday,13,19,9,41,166659,70,63,Not Ready,Failed
2979,JOB002,MONTHLY_PAYROLL,Synchronization,9,Wednesday,12,9,7,14,81894,35,39,Ready,Success
2980,JOB012,DATABASE_BACKUP,Data Transfer,12,Sunday,6,14,3,84,312423,66,66,Not Ready,Failed
2981,JOB019,SYSTEM_MONITORING,Synchronization,5,Thursday,7,28,0,70,85498,65,88,Ready,Success
2982,JOB016,WAREHOUSE_UPDATE,Data Transfer,11,Monday,17,10,7,60,97195,74,61,Ready,Success
2983,JOB012,DATABASE_BACKUP,Data Processing,8,Saturday,6,3,0,87,32363,58,45,Ready,Success
2984,JOB001,DAILY_SALES,Reporting,12,Sunday,19,14,2,75,13812,25,68,Ready,Success
2985,JOB020,ARCHIVE_JOB,Synchronization,3,Thursday,16,20,6,70,481987,80,90,Not Ready,Failed
2986,JOB014,MASTER_DATA_SYNC,Backup,23,Saturday,15,29,2,49,345056,28,37,Ready,Success
2987,JOB007,CUSTOMER_REPORT,Backup,10,Thursday,10,15,7,91,246514,30,28,Ready,Failed
2988,JOB008,SALES_REPORT,Data Processing,19,Thursday,30,29,4,99,292572,84,85,Ready,Failed
2989,JOB013,LOG_CLEANUP,Synchronization,17,Friday,18,25,2,72,287465,78,79,Ready,Failed
2990,JOB012,DATABASE_BACKUP,Data Processing,10,Monday,26,14,4,68,10085,89,56,Not Ready,Failed
2991,JOB007,CUSTOMER_REPORT,Backup,20,Thursday,27,16,4,20,69342,26,66,Ready,Failed
2992,JOB002,MONTHLY_PAYROLL,Data Processing,3,Wednesday,0,22,7,14,232655,80,48,Ready,Failed
2993,JOB003,INVENTORY_UPDATE,Data Transfer,17,Saturday,20,10,8,117,417676,76,82,Delayed,Failed
2994,JOB008,SALES_REPORT,Reporting,0,Sunday,30,17,5,25,170527,53,34,Not Ready,Success
2995,JOB004,DATA_TRANSFER,Data Transfer,6,Friday,28,27,9,96,61157,64,28,Delayed,Failed
2996,JOB013,LOG_CLEANUP,Synchronization,5,Saturday,7,15,2,114,96795,64,85,Not Ready,Failed
2997,JOB007,CUSTOMER_REPORT,Backup,14,Wednesday,0,26,1,16,189150,34,20,Ready,Success
2998,JOB012,DATABASE_BACKUP,Synchronization,17,Wednesday,29,14,2,17,51939,28,28,Delayed,Success
2999,JOB004,DATA_TRANSFER,Data Processing,23,Thursday,8,28,8,120,480868,65,76,Ready,Success
3000,JOB005,BACKUP_JOB,Reporting,10,Wednesday,18,10,6,108,273584,65,75,Ready,Failed
3001,JOB014,MASTER_DATA_SYNC,Data Transfer,19,Monday,20,12,8,85,175440,55,39,Ready,Success
3002,JOB015,DAILY_ANALYTICS,Data Transfer,23,Wednesday,8,17,5,86,443347,65,21,Ready,Failed
3003,JOB008,SALES_REPORT,Reporting,14,Thursday,20,7,7,14,396395,61,20,Ready,Failed
3004,JOB007,CUSTOMER_REPORT,Reporting,15,Saturday,24,8,9,96,238744,49,93,Ready,Success
3005,JOB008,SALES_REPORT,Data Processing,6,Wednesday,9,21,8,17,102427,30,73,Ready,Success
3006,JOB015,DAILY_ANALYTICS,Data Transfer,20,Friday,23,10,2,38,6665,52,38,Ready,Success
3007,JOB005,BACKUP_JOB,Backup,9,Sunday,22,16,6,63,107517,59,37,Delayed,Success
3008,JOB001,DAILY_SALES,Reporting,11,Friday,10,0,8,53,4390,89,43,Ready,Success
3009,JOB012,DATABASE_BACKUP,Data Processing,23,Friday,0,29,1,10,271503,62,71,Delayed,Failed
3010,JOB011,EMPLOYEE_DATA_SYNC,Reporting,13,Saturday,19,10,6,16,223245,58,39,Ready,Success
3011,JOB004,DATA_TRANSFER,Synchronization,4,Tuesday,24,6,4,33,337744,58,30,Ready,Success
3012,JOB017,INVOICE_PROCESSING,Reporting,20,Sunday,25,7,7,81,133853,72,92,Ready,Failed
3013,JOB004,DATA_TRANSFER,Synchronization,17,Friday,7,18,3,30,187090,50,79,Delayed,Success
3014,JOB003,INVENTORY_UPDATE,Synchronization,4,Friday,19,24,0,72,129566,82,35,Ready,Success
3015,JOB006,FINANCE_REPORT,Backup,2,Tuesday,11,3,9,83,466835,44,32,Ready,Failed
3016,JOB018,VENDOR_DATA_SYNC,Synchronization,22,Saturday,0,3,7,20,289116,60,72,Ready,Success
3017,JOB004,DATA_TRANSFER,Synchronization,4,Sunday,9,18,5,57,91743,69,25,Delayed,Failed
3018,JOB015,DAILY_ANALYTICS,Synchronization,23,Friday,3,23,7,23,412201,78,44,Ready,Success
3019,JOB013,LOG_CLEANUP,Reporting,16,Thursday,14,8,2,51,479017,68,82,Ready,Failed
3020,JOB020,ARCHIVE_JOB,Reporting,18,Saturday,18,16,7,94,190866,49,66,Ready,Success
3021,JOB020,ARCHIVE_JOB,Data Processing,18,Sunday,5,17,7,36,363311,64,34,Not Ready,Failed
3022,JOB013,LOG_CLEANUP,Data Transfer,20,Friday,26,0,0,74,319629,87,73,Ready,Failed
3023,JOB004,DATA_TRANSFER,Backup,11,Friday,4,13,3,120,362169,72,62,Ready,Success
3024,JOB003,INVENTORY_UPDATE,Reporting,8,Tuesday,4,3,6,74,459229,45,33,Ready,Success
3025,JOB009,STOCK_UPDATE,Data Processing,0,Sunday,17,9,0,65,394116,90,53,Not Ready,Failed
3026,JOB005,BACKUP_JOB,Data Processing,17,Thursday,27,22,2,9,335922,59,21,Delayed,Success
3027,JOB005,BACKUP_JOB,Backup,20,Saturday,2,13,2,63,229997,31,39,Ready,Success
3028,JOB018,VENDOR_DATA_SYNC,Data Processing,3,Wednesday,26,6,5,6,78064,20,35,Ready,Success
3029,JOB001,DAILY_SALES,Reporting,9,Monday,21,11,4,120,434837,89,86,Delayed,Failed
3030,JOB013,LOG_CLEANUP,Synchronization,6,Thursday,1,21,6,6,50394,20,49,Not Ready,Success
3031,JOB001,DAILY_SALES,Reporting,21,Wednesday,30,28,2,105,192064,27,70,Ready,Success
3032,JOB017,INVOICE_PROCESSING,Data Processing,22,Thursday,3,26,0,7,73441,52,22,Ready,Success
3033,JOB008,SALES_REPORT,Data Transfer,0,Sunday,17,15,2,74,71174,87,70,Ready,Failed
3034,JOB005,BACKUP_JOB,Data Transfer,16,Wednesday,8,4,7,99,365820,69,65,Delayed,Failed
3035,JOB002,MONTHLY_PAYROLL,Synchronization,23,Sunday,18,10,4,47,54797,25,59,Ready,Success
3036,JOB012,DATABASE_BACKUP,Data Processing,1,Wednesday,25,3,2,9,320890,79,48,Ready,Success
3037,JOB010,ORDER_PROCESSING,Synchronization,10,Thursday,9,27,7,54,163441,82,42,Ready,Success
3038,JOB012,DATABASE_BACKUP,Synchronization,8,Tuesday,21,12,5,114,313749,71,36,Ready,Success
3039,JOB015,DAILY_ANALYTICS,Synchronization,6,Thursday,14,29,2,14,419788,22,88,Ready,Failed
3040,JOB016,WAREHOUSE_UPDATE,Data Transfer,21,Sunday,0,7,4,31,431155,89,85,Not Ready,Failed
3041,JOB008,SALES_REPORT,Backup,16,Thursday,28,6,0,28,417082,25,42,Ready,Success
3042,JOB005,BACKUP_JOB,Data Processing,16,Wednesday,10,10,5,26,57060,56,94,Delayed,Failed
3043,JOB004,DATA_TRANSFER,Synchronization,1,Monday,13,10,8,93,416169,70,42,Delayed,Failed
3044,JOB016,WAREHOUSE_UPDATE,Synchronization,5,Wednesday,30,25,6,7,487478,46,26,Ready,Success
3045,JOB008,SALES_REPORT,Reporting,13,Friday,30,16,7,20,310285,65,62,Ready,Failed
3046,JOB009,STOCK_UPDATE,Reporting,5,Thursday,9,21,5,34,374053,88,81,Ready,Failed
3047,JOB002,MONTHLY_PAYROLL,Reporting,1,Saturday,18,13,4,116,4501,36,53,Ready,Success
3048,JOB018,VENDOR_DATA_SYNC,Data Processing,0,Thursday,23,1,5,47,329866,36,70,Ready,Success
3049,JOB015,DAILY_ANALYTICS,Backup,9,Tuesday,20,19,6,8,100685,42,63,Ready,Failed
3050,JOB019,SYSTEM_MONITORING,Data Processing,20,Sunday,15,20,8,111,310162,58,89,Delayed,Failed
3051,JOB005,BACKUP_JOB,Data Processing,4,Saturday,7,7,7,44,65127,52,74,Delayed,Failed
3052,JOB008,SALES_REPORT,Data Transfer,1,Wednesday,30,21,4,20,188037,85,85,Delayed,Failed
3053,JOB008,SALES_REPORT,Data Processing,21,Tuesday,1,26,6,108,472368,29,77,Ready,Failed
3054,JOB017,INVOICE_PROCESSING,Reporting,15,Thursday,22,1,7,109,60198,59,62,Ready,Success
3055,JOB005,BACKUP_JOB,Reporting,1,Wednesday,24,20,0,114,412504,92,80,Ready,Failed
3056,JOB008,SALES_REPORT,Synchronization,9,Wednesday,6,14,7,76,242234,34,57,Not Ready,Failed
3057,JOB010,ORDER_PROCESSING,Synchronization,1,Friday,18,4,6,92,224132,62,47,Ready,Success
3058,JOB003,INVENTORY_UPDATE,Reporting,15,Friday,6,5,1,20,275369,31,76,Ready,Success
3059,JOB003,INVENTORY_UPDATE,Data Processing,15,Monday,14,16,1,95,488899,41,60,Ready,Success
3060,JOB006,FINANCE_REPORT,Data Processing,18,Friday,7,7,5,70,133824,37,92,Ready,Success
3061,JOB004,DATA_TRANSFER,Backup,6,Sunday,13,18,2,59,158385,85,69,Ready,Failed
3062,JOB016,WAREHOUSE_UPDATE,Data Processing,21,Saturday,0,4,0,24,256765,81,80,Not Ready,Failed
3063,JOB015,DAILY_ANALYTICS,Data Transfer,11,Wednesday,28,22,7,55,494474,80,88,Ready,Success
3064,JOB008,SALES_REPORT,Data Transfer,23,Friday,12,18,6,88,127889,79,82,Delayed,Failed
3065,JOB007,CUSTOMER_REPORT,Data Processing,14,Monday,2,13,3,88,350335,58,45,Ready,Success
3066,JOB017,INVOICE_PROCESSING,Synchronization,7,Thursday,20,9,0,87,361985,92,45,Ready,Success
3067,JOB015,DAILY_ANALYTICS,Synchronization,5,Saturday,27,12,1,61,57734,41,92,Delayed,Failed
3068,JOB005,BACKUP_JOB,Synchronization,9,Friday,5,21,8,55,19774,33,42,Ready,Failed
3069,JOB006,FINANCE_REPORT,Data Transfer,2,Wednesday,18,4,3,22,158437,26,71,Delayed,Success
3070,JOB005,BACKUP_JOB,Reporting,18,Thursday,14,6,2,81,115049,54,92,Ready,Success
3071,JOB008,SALES_REPORT,Backup,16,Sunday,3,9,7,85,338062,53,93,Ready,Success
3072,JOB007,CUSTOMER_REPORT,Synchronization,6,Wednesday,20,10,3,63,103240,86,89,Ready,Failed
3073,JOB003,INVENTORY_UPDATE,Data Processing,20,Thursday,30,2,6,101,84415,82,23,Delayed,Failed
3074,JOB020,ARCHIVE_JOB,Reporting,19,Sunday,2,12,4,32,191603,21,20,Delayed,Failed
3075,JOB018,VENDOR_DATA_SYNC,Backup,3,Sunday,3,29,4,73,164044,64,25,Ready,Success
3076,JOB001,DAILY_SALES,Reporting,13,Saturday,4,1,5,32,39984,82,75,Delayed,Success
3077,JOB019,SYSTEM_MONITORING,Data Processing,19,Wednesday,17,3,3,93,284051,21,48,Delayed,Failed
3078,JOB008,SALES_REPORT,Reporting,21,Friday,25,2,1,88,4370,73,22,Ready,Success
3079,JOB001,DAILY_SALES,Backup,14,Friday,24,14,5,89,198867,70,61,Ready,Failed
3080,JOB015,DAILY_ANALYTICS,Data Processing,23,Monday,9,3,4,17,137898,60,28,Ready,Success
3081,JOB015,DAILY_ANALYTICS,Data Transfer,7,Thursday,7,22,2,10,54227,24,78,Not Ready,Success
3082,JOB003,INVENTORY_UPDATE,Reporting,20,Monday,11,20,3,33,233406,90,57,Ready,Success
3083,JOB015,DAILY_ANALYTICS,Data Processing,14,Tuesday,21,3,2,110,267839,44,61,Not Ready,Failed
3084,JOB007,CUSTOMER_REPORT,Reporting,21,Friday,25,29,2,13,296008,20,69,Delayed,Success
3085,JOB001,DAILY_SALES,Data Processing,19,Thursday,26,14,3,33,341445,28,33,Delayed,Success
3086,JOB004,DATA_TRANSFER,Synchronization,13,Saturday,2,5,1,42,129677,85,64,Ready,Success
3087,JOB003,INVENTORY_UPDATE,Reporting,8,Monday,26,22,3,69,243685,86,52,Ready,Success
3088,JOB002,MONTHLY_PAYROLL,Synchronization,7,Saturday,17,27,9,60,62930,23,39,Delayed,Failed
3089,JOB010,ORDER_PROCESSING,Synchronization,16,Saturday,22,29,1,34,230313,40,53,Ready,Success
3090,JOB010,ORDER_PROCESSING,Data Transfer,1,Saturday,7,26,9,118,321807,80,86,Delayed,Failed
3091,JOB005,BACKUP_JOB,Synchronization,23,Monday,25,4,7,100,54653,45,86,Ready,Success
3092,JOB020,ARCHIVE_JOB,Reporting,2,Tuesday,0,11,9,63,485042,63,89,Delayed,Failed
3093,JOB012,DATABASE_BACKUP,Reporting,7,Sunday,13,6,4,91,85414,56,58,Ready,Success
3094,JOB017,INVOICE_PROCESSING,Backup,11,Sunday,30,2,6,107,267187,29,62,Ready,Failed
3095,JOB009,STOCK_UPDATE,Synchronization,0,Monday,21,6,3,62,276730,93,58,Ready,Success
3096,JOB013,LOG_CLEANUP,Data Transfer,9,Sunday,22,11,9,14,464891,93,63,Not Ready,Failed
3097,JOB007,CUSTOMER_REPORT,Data Processing,19,Wednesday,30,14,5,112,295774,94,20,Not Ready,Failed
3098,JOB011,EMPLOYEE_DATA_SYNC,Data Processing,2,Sunday,12,18,9,25,443952,66,69,Ready,Failed
3099,JOB013,LOG_CLEANUP,Data Processing,5,Friday,24,29,3,60,48530,42,93,Delayed,Failed
3100,JOB010,ORDER_PROCESSING,Data Transfer,6,Monday,11,5,5,30,247713,95,81,Ready,Failed
3101,JOB017,INVOICE_PROCESSING,Data Transfer,19,Sunday,2,7,0,19,266041,73,22,Delayed,Failed
3102,JOB015,DAILY_ANALYTICS,Backup,22,Monday,17,28,5,85,237904,78,27,Delayed,Failed
3103,JOB017,INVOICE_PROCESSING,Backup,17,Tuesday,20,5,5,39,265174,38,67,Ready,Success
3104,JOB008,SALES_REPORT,Data Processing,10,Wednesday,12,25,1,93,344349,44,60,Delayed,Success
3105,JOB020,ARCHIVE_JOB,Synchronization,18,Monday,14,26,9,19,214585,86,55,Ready,Success
3106,JOB006,FINANCE_REPORT,Data Transfer,4,Friday,9,2,9,101,232207,32,76,Ready,Success
3107,JOB018,VENDOR_DATA_SYNC,Synchronization,18,Sunday,0,27,8,79,408578,40,62,Not Ready,Failed
3108,JOB015,DAILY_ANALYTICS,Backup,10,Friday,28,4,5,92,305780,41,47,Ready,Success
3109,JOB002,MONTHLY_PAYROLL,Synchronization,23,Sunday,5,8,6,10,389142,66,78,Not Ready,Failed
3110,JOB013,LOG_CLEANUP,Reporting,11,Monday,8,23,1,32,335279,82,48,Ready,Success
3111,JOB018,VENDOR_DATA_SYNC,Data Transfer,9,Saturday,9,15,1,67,33879,48,57,Delayed,Success
3112,JOB013,LOG_CLEANUP,Data Transfer,7,Sunday,14,21,1,33,130770,68,53,Ready,Success
3113,JOB006,FINANCE_REPORT,Data Processing,23,Saturday,8,15,9,52,94846,44,84,Ready,Success
3114,JOB003,INVENTORY_UPDATE,Data Processing,8,Wednesday,22,8,8,67,38238,42,39,Not Ready,Failed
3115,JOB003,INVENTORY_UPDATE,Data Processing,3,Friday,13,17,2,62,342306,95,45,Ready,Success
3116,JOB019,SYSTEM_MONITORING,Reporting,4,Saturday,10,12,3,25,157492,68,46,Delayed,Success
3117,JOB019,SYSTEM_MONITORING,Data Processing,20,Friday,6,10,0,80,363621,42,42,Delayed,Failed
3118,JOB007,CUSTOMER_REPORT,Data Processing,7,Sunday,30,24,0,26,135150,24,90,Ready,Failed
3119,JOB017,INVOICE_PROCESSING,Data Transfer,22,Sunday,23,9,3,31,388633,48,41,Ready,Failed
3120,JOB019,SYSTEM_MONITORING,Synchronization,8,Wednesday,25,28,1,89,330063,24,66,Ready,Success
3121,JOB008,SALES_REPORT,Data Transfer,14,Sunday,29,9,7,83,40489,58,87,Not Ready,Failed
3122,JOB014,MASTER_DATA_SYNC,Synchronization,14,Wednesday,1,5,3,61,267114,54,86,Ready,Success
3123,JOB003,INVENTORY_UPDATE,Data Transfer,15,Saturday,13,15,2,86,181585,49,85,Ready,Failed
3124,JOB008,SALES_REPORT,Reporting,13,Sunday,5,24,2,14,464830,75,88,Ready,Failed
3125,JOB017,INVOICE_PROCESSING,Synchronization,7,Monday,4,11,5,26,36579,21,34,Ready,Success
3126,JOB004,DATA_TRANSFER,Reporting,17,Thursday,4,3,5,48,184046,34,63,Ready,Failed
3127,JOB002,MONTHLY_PAYROLL,Data Transfer,9,Tuesday,28,4,5,88,256683,70,70,Not Ready,Success
3128,JOB015,DAILY_ANALYTICS,Backup,19,Thursday,18,1,5,87,244700,42,84,Ready,Success
3129,JOB008,SALES_REPORT,Reporting,5,Thursday,18,18,7,32,277150,45,44,Ready,Success
3130,JOB005,BACKUP_JOB,Data Processing,11,Friday,5,0,7,105,452847,30,80,Ready,Failed
3131,JOB003,INVENTORY_UPDATE,Backup,1,Wednesday,27,3,8,54,415495,43,36,Ready,Success
3132,JOB010,ORDER_PROCESSING,Data Transfer,6,Friday,25,11,0,55,80477,28,71,Ready,Success
3133,JOB018,VENDOR_DATA_SYNC,Backup,15,Saturday,28,1,9,112,114035,90,77,Not Ready,Failed
3134,JOB011,EMPLOYEE_DATA_SYNC,Reporting,2,Tuesday,9,11,7,5,473376,29,76,Ready,Success
3135,JOB007,CUSTOMER_REPORT,Backup,12,Saturday,22,15,4,38,100209,91,57,Ready,Success
3136,JOB007,CUSTOMER_REPORT,Data Transfer,2,Monday,13,1,2,39,484277,90,88,Delayed,Failed
3137,JOB005,BACKUP_JOB,Backup,17,Tuesday,16,16,9,94,117570,76,56,Ready,Success
3138,JOB006,FINANCE_REPORT,Reporting,10,Friday,29,25,2,65,230867,34,94,Delayed,Failed
3139,JOB007,CUSTOMER_REPORT,Synchronization,7,Sunday,2,27,5,34,393980,52,95,Ready,Failed
3140,JOB011,EMPLOYEE_DATA_SYNC,Synchronization,5,Sunday,27,1,7,80,145787,30,53,Ready,Success
3141,JOB019,SYSTEM_MONITORING,Reporting,0,Friday,0,3,9,82,179552,38,54,Ready,Success
3142,JOB004,DATA_TRANSFER,Data Transfer,0,Saturday,9,5,1,107,254571,61,79,Delayed,Failed
3143,JOB018,VENDOR_DATA_SYNC,Backup,22,Friday,2,28,8,72,128634,77,58,Ready,Success
3144,JOB002,MONTHLY_PAYROLL,Data Processing,7,Friday,4,27,4,80,304644,37,65,Ready,Success
3145,JOB001,DAILY_SALES,Reporting,4,Thursday,24,22,4,92,233262,37,35,Ready,Success
3146,JOB001,DAILY_SALES,Backup,15,Monday,18,6,0,44,275751,41,50,Ready,Failed
3147,JOB011,EMPLOYEE_DATA_SYNC,Data Transfer,10,Sunday,9,22,5,99,252892,71,33,Ready,Failed
3148,JOB007,CUSTOMER_REPORT,Backup,4,Thursday,29,14,4,69,48328,63,66,Not Ready,Failed
3149,JOB016,WAREHOUSE_UPDATE,Data Transfer,3,Friday,25,19,6,41,345519,50,51,Delayed,Failed
3150,JOB004,DATA_TRANSFER,Reporting,5,Wednesday,24,11,6,68,362098,28,36,Delayed,Success
3151,JOB013,LOG_CLEANUP,Backup,13,Thursday,15,4,3,5,92424,69,75,Ready,Failed
3152,JOB014,MASTER_DATA_SYNC,Data Processing,21,Friday,0,13,4,19,316808,80,55,Ready,Failed
3153,JOB020,ARCHIVE_JOB,Data Processing,18,Sunday,5,15,9,17,217601,38,61,Ready,Success
3154,JOB016,WAREHOUSE_UPDATE,Backup,8,Friday,8,10,7,33,435979,71,38,Ready,Success
3155,JOB009,STOCK_UPDATE,Reporting,11,Monday,27,11,1,59,458482,74,26,Ready,Failed
3156,JOB009,STOCK_UPDATE,Synchronization,10,Saturday,4,18,0,49,59141,44,74,Delayed,Success
3157,JOB007,CUSTOMER_REPORT,Data Transfer,13,Tuesday,26,16,5,8,168224,88,49,Ready,Success
3158,JOB007,CUSTOMER_REPORT,Synchronization,22,Thursday,13,29,3,68,169544,94,95,Ready,Failed
3159,JOB011,EMPLOYEE_DATA_SYNC,Data Transfer,15,Thursday,9,23,9,19,164465,32,94,Not Ready,Failed
3160,JOB007,CUSTOMER_REPORT,Data Transfer,0,Thursday,1,25,2,112,453572,53,48,Ready,Failed
3161,JOB019,SYSTEM_MONITORING,Data Transfer,12,Friday,4,26,6,108,175872,91,86,Ready,Failed
3162,JOB007,CUSTOMER_REPORT,Synchronization,22,Monday,0,6,7,52,318023,44,53,Ready,Success
3163,JOB016,WAREHOUSE_UPDATE,Data Processing,20,Friday,24,29,3,80,328619,94,53,Ready,Success
3164,JOB016,WAREHOUSE_UPDATE,Data Processing,20,Friday,9,8,9,60,12254,83,21,Ready,Failed
3165,JOB015,DAILY_ANALYTICS,Data Processing,12,Saturday,28,13,5,93,327778,29,46,Ready,Success
3166,JOB002,MONTHLY_PAYROLL,Reporting,1,Wednesday,25,25,1,95,17102,36,66,Ready,Success
3167,JOB007,CUSTOMER_REPORT,Synchronization,3,Monday,24,19,7,74,20029,24,76,Ready,Success
3168,JOB015,DAILY_ANALYTICS,Data Transfer,5,Thursday,21,11,5,91,483252,86,36,Ready,Failed
3169,JOB001,DAILY_SALES,Reporting,22,Tuesday,26,14,8,19,416029,29,45,Delayed,Failed
3170,JOB007,CUSTOMER_REPORT,Reporting,4,Thursday,8,11,5,43,324122,46,29,Ready,Success
3171,JOB016,WAREHOUSE_UPDATE,Synchronization,2,Friday,29,20,5,73,65739,75,58,Ready,Success
3172,JOB013,LOG_CLEANUP,Backup,0,Monday,2,20,1,91,396269,26,28,Not Ready,Success
3173,JOB005,BACKUP_JOB,Backup,3,Sunday,14,28,4,83,414114,48,44,Ready,Failed
3174,JOB007,CUSTOMER_REPORT,Data Processing,19,Monday,3,22,8,93,99613,68,39,Not Ready,Failed
3175,JOB008,SALES_REPORT,Data Processing,1,Monday,12,12,0,64,124664,58,34,Ready,Success
3176,JOB011,EMPLOYEE_DATA_SYNC,Data Processing,4,Wednesday,5,8,3,98,162689,89,30,Delayed,Failed
3177,JOB010,ORDER_PROCESSING,Backup,2,Thursday,19,23,9,48,81727,28,35,Ready,Failed
3178,JOB015,DAILY_ANALYTICS,Reporting,8,Wednesday,16,6,9,47,284528,91,41,Ready,Success
3179,JOB013,LOG_CLEANUP,Reporting,19,Sunday,22,29,2,8,202729,80,81,Ready,Failed
3180,JOB007,CUSTOMER_REPORT,Reporting,5,Sunday,4,0,0,81,361211,73,43,Not Ready,Failed
3181,JOB002,MONTHLY_PAYROLL,Data Processing,17,Saturday,29,27,0,54,219714,28,55,Ready,Success
3182,JOB006,FINANCE_REPORT,Backup,5,Tuesday,14,9,0,108,360173,79,37,Ready,Success
3183,JOB013,LOG_CLEANUP,Data Processing,18,Saturday,7,28,0,43,237273,71,39,Ready,Success
3184,JOB006,FINANCE_REPORT,Data Transfer,11,Friday,24,5,1,58,263106,94,27,Delayed,Failed
3185,JOB012,DATABASE_BACKUP,Data Processing,10,Wednesday,4,25,4,27,88414,30,34,Ready,Failed
3186,JOB012,DATABASE_BACKUP,Data Transfer,1,Wednesday,23,14,1,64,49373,54,66,Ready,Success
3187,JOB015,DAILY_ANALYTICS,Data Transfer,14,Saturday,12,14,3,84,188863,94,43,Ready,Success
3188,JOB012,DATABASE_BACKUP,Backup,11,Friday,0,8,8,39,469558,55,66,Not Ready,Failed
3189,JOB003,INVENTORY_UPDATE,Reporting,11,Monday,0,12,2,58,10519,74,37,Ready,Success
3190,JOB001,DAILY_SALES,Synchronization,8,Friday,6,22,1,62,476193,22,51,Ready,Failed
3191,JOB012,DATABASE_BACKUP,Data Processing,20,Thursday,30,0,3,66,428232,91,61,Ready,Failed
3192,JOB010,ORDER_PROCESSING,Backup,23,Saturday,21,8,8,84,354705,72,56,Delayed,Failed
3193,JOB001,DAILY_SALES,Data Processing,1,Friday,4,2,3,52,424113,47,52,Ready,Success
3194,JOB010,ORDER_PROCESSING,Data Transfer,21,Monday,13,29,4,11,121724,72,20,Ready,Failed
3195,JOB020,ARCHIVE_JOB,Reporting,2,Friday,14,8,3,49,476653,73,46,Delayed,Success
3196,JOB012,DATABASE_BACKUP,Reporting,11,Wednesday,20,19,7,17,216069,72,36,Delayed,Failed
3197,JOB015,DAILY_ANALYTICS,Synchronization,15,Tuesday,29,24,3,57,353406,84,65,Ready,Success
3198,JOB008,SALES_REPORT,Data Transfer,20,Wednesday,24,28,1,119,259595,72,53,Delayed,Failed
3199,JOB006,FINANCE_REPORT,Synchronization,23,Sunday,16,14,3,118,325728,59,22,Delayed,Success
3200,JOB016,WAREHOUSE_UPDATE,Data Processing,0,Tuesday,23,23,1,97,7384,60,75,Ready,Failed
3201,JOB008,SALES_REPORT,Reporting,20,Sunday,17,6,8,43,180970,57,31,Ready,Failed
3202,JOB002,MONTHLY_PAYROLL,Reporting,2,Friday,6,3,7,88,430657,94,45,Not Ready,Failed
3203,JOB003,INVENTORY_UPDATE,Synchronization,19,Thursday,21,24,8,118,123785,48,43,Ready,Failed
3204,JOB002,MONTHLY_PAYROLL,Data Transfer,1,Friday,25,19,3,97,38917,50,79,Ready,Success
3205,JOB004,DATA_TRANSFER,Reporting,8,Monday,17,16,0,22,478649,80,77,Not Ready,Failed
3206,JOB017,INVOICE_PROCESSING,Backup,18,Friday,27,21,2,26,7608,93,82,Not Ready,Failed
3207,JOB020,ARCHIVE_JOB,Backup,14,Tuesday,28,3,6,40,240852,59,27,Delayed,Failed
3208,JOB019,SYSTEM_MONITORING,Data Transfer,17,Wednesday,18,25,0,109,411994,21,95,Delayed,Success
3209,JOB020,ARCHIVE_JOB,Data Transfer,10,Thursday,19,18,7,57,281233,67,92,Ready,Success
3210,JOB019,SYSTEM_MONITORING,Synchronization,22,Sunday,6,27,8,116,305276,20,45,Ready,Success
3211,JOB005,BACKUP_JOB,Data Transfer,15,Friday,7,4,7,104,478557,78,77,Ready,Failed
3212,JOB004,DATA_TRANSFER,Synchronization,21,Friday,12,15,4,76,403007,51,57,Not Ready,Failed
3213,JOB011,EMPLOYEE_DATA_SYNC,Data Transfer,16,Wednesday,26,2,8,7,228843,21,68,Delayed,Failed
3214,JOB009,STOCK_UPDATE,Backup,4,Thursday,17,10,3,66,86424,78,62,Delayed,Success
3215,JOB005,BACKUP_JOB,Reporting,11,Saturday,23,24,8,33,478435,22,78,Ready,Success
